Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,USD,Merchant
19/02/2018 9:47,Saving Bank account 1,Food,Milk,1 lit ,72.0,Expense,INR,0.864,Amazon
19/02/2018 9:47,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR,0.288,Shell
17/02/2018 23:12,Credit Card,Food,Dinner,BBQ,1783.0,Expense,INR,21.396,Walmart
17/02/2018 23:10,Credit Card,Family,clothes,,3598.0,Expense,INR,43.176,Interac Transfer
17/02/2018 19:27,Cash,Transportation,Bike,Mall parking,20.0,Expense,INR,0.24,Uber
17/02/2018 19:26,Cash,Food,Lunch,5 chapati,30.0,Expense,INR,0.36,Home Depot
16/02/2018 8:44,Saving Bank account 1,Food,snacks,banana chips,45.0,Expense,INR,0.54,Shell
16/02/2018 8:41,Saving Bank account 1,Food,Biscuits,Khari packet,45.0,Expense,INR,0.54,Shell
16/02/2018 8:41,Saving Bank account 1,Food,Milk,1 lit ,72.0,Expense,INR,0.864,Lyft
15/02/2018 19:48,Saving Bank account 1,Food,Ice cream,chocobar,35.0,Expense,INR,0.42,Shell
15/02/2018 19:47,Saving Bank account 1,Food,Grocery,Half kg tomato + methi 1 judi,30.0,Expense,INR,0.36,Best Buy
15/02/2018 19:46,Credit Card,Household,Kirana,Supermart,117.0,Expense,INR,1.404,Starbucks
14/02/2018 19:12,Saving Bank account 1,Food,snacks,1 chicken shawarma,60.0,Expense,INR,0.72,Starbucks
13/02/2018 20:24,Credit Card,Food,Potato,potato 1kg,25.0,Expense,INR,0.3,Best Buy
13/02/2018 20:23,Saving Bank account 1,Food,Bread,Bread,35.0,Expense,INR,0.42,Amazon
13/02/2018 20:22,Saving Bank account 1,Food,Grocery,Amul cheese,72.0,Expense,INR,0.864,Starbucks
13/02/2018 6:58,Saving Bank account 1,Food,Milk,1 lit ,72.0,Expense,INR,0.864,Starbucks
13/02/2018,Saving Bank account 1,Small Cap fund 2,,,5000.0,Transfer-Out,INR,60.0,Uber
13/02/2018,Saving Bank account 1,Small cap fund 1,,,5000.0,Transfer-Out,INR,60.0,Walmart
12/02/2018,Saving Bank account 1,Food,Eggs,6 eggs,36.0,Expense,INR,0.432,Starbucks
12/02/2018,Saving Bank account 1,Food,curd,3 packets,30.0,Expense,INR,0.36,Shell
12/02/2018,Cash,Food,flour mill,M D sure 3kg atta,162.0,Expense,INR,1.944,Target
11/02/2018,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR,0.36,Walmart
11/02/2018,Cash,Food,Dinner,pav Bhaji,235.0,Expense,INR,2.82,Amazon
11/02/2018,Cash,Food,snacks,Vadapav,15.0,Expense,INR,0.18,Target
11/02/2018,Cash,Transportation,Train,Place 0 to Place 3 returns,40.0,Expense,INR,0.48,Walmart
11/02/2018,Cash,Transportation,auto,Current Residence to Place 0,15.0,Expense,INR,0.18,Target
10/02/2018,Saving Bank account 1,Share Market,,,4825.0,Transfer-Out,INR,57.9,Home Depot
10/02/2018,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR,0.828,Walmart
9/02/2018,Saving Bank account 1,Apparel,Laundry,clothes ironing,98.0,Expense,INR,1.176,Uber
8/02/2018,Saving Bank account 1,Food,snacks,Shev Puri,35.0,Expense,INR,0.42,Home Depot
8/02/2018,Saving Bank account 1,Food,Onions,onion 1 kg,25.0,Expense,INR,0.3,Amazon
8/02/2018,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR,0.828,Target
7/02/2018,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR,12.0,eBay
6/02/2018,Credit Card,Culture,Movie,2 PVR Place 6,312.0,Expense,INR,3.744,Home Depot
5/02/2018,Cash,Family,Pocket money,,500.0,Expense,INR,6.0,Interac Transfer
5/02/2018,Saving Bank account 1,Food,Grocery,Raw chicken half kg,220.0,Expense,INR,2.64,Shell
5/02/2018,Saving Bank account 1,Food,Biscuits,Khari packet,45.0,Expense,INR,0.54,Home Depot
5/02/2018,Saving Bank account 1,Food,Milk,1 packet,69.0,Expense,INR,0.828,eBay
4/02/2018,Credit Card,Food,Dinner,Domino's Pizza,452.0,Expense,INR,5.424,Lyft
4/02/2018,Saving Bank account 1,Food,Lunch,Catering Service,50.0,Expense,INR,0.6,Target
4/02/2018,Saving Bank account 1,Food,Milk,Half lit  milk,35.0,Expense,INR,0.42,Starbucks
3/02/2018,Saving Bank account 1,Food,Ice cream,chocobar,10.0,Expense,INR,0.12,Target
3/02/2018,Credit Card,Transportation,Travels,Place 2 to Place 1 - Shree Sharma Travels,945.0,Expense,INR,11.34,Starbucks
3/02/2018,Cash,Gpay Reward,,,6.0,Income,INR,0.072,eBay
2/02/2018,Saving Bank account 1,Food,Lunch,Catering Service,82.0,Expense,INR,0.984,Uber
2/02/2018,Saving Bank account 1,Share Market,,,2836.0,Transfer-Out,INR,34.032,Best Buy
2/02/2018,Saving Bank account 1,Gpay Reward,,,6.0,Income,INR,0.072,Home Depot
2/02/2018,Cash,Family,Pocket money,,170.0,Expense,INR,2.04,Interac Transfer
1/02/2018,Saving Bank account 1,Food,fruits,8 bananas,30.0,Expense,INR,0.36,Target
1/02/2018,Saving Bank account 1,Food,vegetables,Half kg tomato,15.0,Expense,INR,0.18,Target
1/02/2018,Saving Bank account 1,Share Market,,,50000.0,Transfer-Out,INR,600.0,Best Buy
1/02/2018,Saving Bank account 1,Public Provident Fund,,,10000.0,Transfer-Out,INR,120.0,Best Buy
1/02/2018,Equity Mutual Fund B,Saving Bank account 1,,,2000.0,Transfer-Out,INR,24.0,eBay
1/02/2018,Cash,maid,,,2000.0,Expense,INR,24.0,Target
1/02/2018,Saving Bank account 1,Money transfer,Home,,10000.0,Expense,INR,120.0,Lyft
31/01/2018 22:00,Cash,Food,Dinner,At restaurant,320.0,Expense,INR,3.84,Lyft
31/01/2018 20:01,Saving Bank account 1,Transportation,Bike,Parking sticker,50.0,Expense,INR,0.6,Home Depot
31/01/2018 8:21,Saving Bank account 1,Salary,,From workplace ,64636.0,Income,INR,775.632,Uber
31/01/2018 7:31,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR,0.828,Lyft
30/01/2018 21:05,Saving Bank account 1,Household,Kitchen,Matchbox packet 10pcs,10.0,Expense,INR,0.12,Best Buy
30/01/2018 21:05,Saving Bank account 1,Food,Grocery,Dahi 2 packets,20.0,Expense,INR,0.24,Target
30/01/2018 15:31,Saving Bank account 1,Share Market,,,10000.0,Transfer-Out,INR,120.0,Starbucks
30/01/2018 8:47,Cash,Family,Pocket money,,100.0,Expense,INR,1.2,Interac Transfer
29/01/2018 7:50,Saving Bank account 1,Food,Biscuits,Khari packet,45.0,Expense,INR,0.54,Shell
29/01/2018 7:49,Saving Bank account 1,Food,Eggs,6 eggs,42.0,Expense,INR,0.504,Best Buy
29/01/2018 7:49,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR,0.828,Amazon
28/01/2018 19:26,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR,0.288,Home Depot
28/01/2018 19:24,Credit Card,Household,Kirana,Smart point,976.9,Expense,INR,11.7228,Walmart
28/01/2018 19:16,Credit Card,Household,Kirana,Supermart,764.0,Expense,INR,9.168,eBay
27/01/2018 18:15,Saving Bank account 1,Transportation,Bike,Two Wheeler Bikedelux third installment,43000.0,Expense,INR,516.0,Amazon
27/01/2018 9:57,Saving Bank account 1,Share Market,,,30000.0,Transfer-Out,INR,360.0,Target
26/01/2018 14:11,Cash,Transportation,auto,Place 0 to Current Residence,15.0,Expense,INR,0.18,Uber
26/01/2018 12:38,Cash,Transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR,0.24,Starbucks
26/01/2018 12:37,Credit Card,Apparel,Clothing,Pyjama (999)+ carry bag (10),1009.0,Expense,INR,12.108,Starbucks
26/01/2018 10:06,Saving Bank account 1,Food,Rajgira ladu,1 packet,20.0,Expense,INR,0.24,Best Buy
26/01/2018 10:05,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR,0.828,Uber
26/01/2018 10:03,Cash,Food,Potato,potato 1kg,25.0,Expense,INR,0.3,Starbucks
26/01/2018 10:03,Cash,Household,Kirana,Idli pith 1kg,38.0,Expense,INR,0.456,Target
25/01/2018 13:24,Cash,Food,Lunch,Catering Service,70.0,Expense,INR,0.84,Shell
24/01/2018 16:33,Share Market Trading,Saving Bank account 1,,,97.14,Transfer-Out,INR,1.16568,Shell
24/01/2018 9:51,Cash,Food,Milk,Half lit  milk,35.0,Expense,INR,0.42,Walmart
23/01/2018 21:28,Credit Card,Household,Kirana,Smart point,273.0,Expense,INR,3.276,eBay
22/01/2018 19:05,Saving Bank account 1,Food,flour mill,2 kg Bajari,14.0,Expense,INR,0.168,Home Depot
22/01/2018 12:08,Cash,Food,flour mill,M D sure 3kg atta,162.0,Expense,INR,1.944,eBay
22/01/2018 10:25,Saving Bank account 1,Health,Medicine,Cough-sills 4 pcs + sinarest 3 pcs,30.0,Expense,INR,0.36,Uber
22/01/2018 10:25,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR,0.828,Target
21/01/2018 19:44,Credit Card,Food,Dinner,Home Food Delivery,384.0,Expense,INR,4.608,Uber
20/01/2018 23:30,Saving Bank account 1,Amazon pay cashback,,,2.0,Income,INR,0.024,eBay
20/01/2018 20:53,Saving Bank account 1,Food,Biscuits,crack-jack 1 packi,10.0,Expense,INR,0.12,Target
20/01/2018 20:53,Saving Bank account 1,Food,Bread,,45.0,Expense,INR,0.54,Home Depot
20/01/2018 10:18,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,179.0,Expense,INR,2.148,eBay
19/01/2018 22:24,Saving Bank account 1,Food,Bread,Flatbread 6 pcs,17.0,Expense,INR,0.204,Amazon
19/01/2018 22:24,Saving Bank account 1,Household,Kirana,Amul butter,53.0,Expense,INR,0.636,Shell
19/01/2018 22:23,Cash,Food,Bread,Flatbread 6 pcs,20.0,Expense,INR,0.24,Walmart
19/01/2018 22:22,Cash,Household,Kirana,Cakes,46.0,Expense,INR,0.552,Shell
18/01/2018 21:57,Saving Bank account 1,Transportation,Bike,Two Wheeler Bikedelux second installment,50000.0,Expense,INR,600.0,Home Depot
18/01/2018 15:09,Credit Card,Food,Lunch,Fresh veggie pizza,219.0,Expense,INR,2.628,Home Depot
18/01/2018 7:55,Saving Bank account 1,Food,Eggs,6 eggs,42.0,Expense,INR,0.504,Amazon
18/01/2018 7:55,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR,0.828,Home Depot
16/01/2018 9:20,Cash,Household,Kirana,Bhagar 1kg 130 + idli pith 1kg 35,165.0,Expense,INR,1.98,eBay
16/01/2018 8:22,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR,0.828,Walmart
16/01/2018 7:11,Credit Card,Social Life,Leisure,Marathon,298.0,Expense,INR,3.576,Uber
15/01/2018 16:55,Credit Card,Food,Sweets,Chitale Srikhand,284.0,Expense,INR,3.408,Target
15/01/2018 16:54,Cash,Food,Grocery,onion 1 kg + half kg potato,38.0,Expense,INR,0.456,Walmart
15/01/2018 13:51,Cash,Transportation,Train,Place 0 to Place 3 returns,40.0,Expense,INR,0.48,Uber
15/01/2018 13:50,Saving Bank account 1,Transportation,auto,Uber auto: Place 4 Station to Current Residence society,266.0,Expense,INR,3.192,Uber
14/01/2018 15:23,Cash,Transportation,Train,Place 0 to Santacruz return,40.0,Expense,INR,0.48,Best Buy
14/01/2018 15:22,Credit Card,Household,Hardware,Vibrating electronic message tool,798.0,Expense,INR,9.576,Target
14/01/2018 15:22,Cash,Transportation,auto,station to Decathlon,20.0,Expense,INR,0.24,Target
14/01/2018 15:22,Cash,Transportation,auto,Decathlon to station,25.0,Expense,INR,0.3,Amazon
14/01/2018 15:21,Credit Card,Apparel,Clothing,Head band,199.0,Expense,INR,2.388,Starbucks
14/01/2018 12:21,Cash,Transportation,auto,Pali hill to Bandra station,23.0,Expense,INR,0.276,Home Depot
14/01/2018 10:54,Cash,Transportation,auto,mumbai University Kalina to Santacruz station,40.0,Expense,INR,0.48,Amazon
14/01/2018 7:30,Cash,Transportation,auto,Current Residence to Place 0,15.0,Expense,INR,0.18,Starbucks
13/01/2018 20:57,Cash,Health,Medicine,Thyroid Tablets,740.0,Expense,INR,8.88,Target
13/01/2018 20:55,Saving Bank account 1,Apparel,Laundry,clothes ironing,80.0,Expense,INR,0.96,Amazon
13/01/2018,Saving Bank account 1,Small Cap fund 2,,,5000.0,Transfer-Out,INR,60.0,Lyft
13/01/2018,Saving Bank account 1,Small cap fund 1,,,5000.0,Transfer-Out,INR,60.0,Shell
12/01/2018,Credit Card,Household,Kirana,Smart point,226.0,Expense,INR,2.712,Starbucks
12/01/2018,Cash,Health,Lab Tests,Family Thyroid Test,500.0,Expense,INR,6.0,Best Buy
12/01/2018,Saving Bank account 1,Share Market,,,20000.0,Transfer-Out,INR,240.0,Best Buy
12/01/2018,Saving Bank account 1,Equity Mutual Fund A,,,1000.0,Transfer-Out,INR,12.0,Walmart
11/01/2018,Saving Bank account 1,Food,Eggs,6 eggs,42.0,Expense,INR,0.504,Shell
11/01/2018,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR,0.828,Best Buy
10/01/2018,Saving Bank account 1,Food,Rajgira ladu,2 packets,40.0,Expense,INR,0.48,Uber
9/01/2018,Cash,Food,Bread,Flatbread 12 pcs,34.0,Expense,INR,0.408,Amazon
9/01/2018,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR,0.828,Target
8/01/2018,Cash,Food,snacks,Vadapav,20.0,Expense,INR,0.24,Best Buy
8/01/2018,Cash,Other,,Gift from inlaws,2000.0,Income,INR,24.0,Target
8/01/2018,Credit Card,Household,Hardware,Sony WI-C100 earphones wireless,1399.0,Expense,INR,16.788,Home Depot
8/01/2018,Saving Bank account 1,Food,flour mill,M D sure 2kg atta,104.0,Expense,INR,1.248,Best Buy
8/01/2018,Cash,Household,Kirana,Harpik 1L,165.0,Expense,INR,1.98,Home Depot
7/01/2018,Cash,Food,Tea,2 cutting chai,20.0,Expense,INR,0.24,Uber
7/01/2018,Cash,Transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR,0.24,Amazon
7/01/2018,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR,12.0,eBay
6/01/2018,Saving Bank account 1,subscription,Mahanagar Gas,,810.0,Expense,INR,9.72,Shell
6/01/2018,Cash,Household,Kirana,Idli pith 1kg,38.0,Expense,INR,0.456,Starbucks
6/01/2018,Saving Bank account 1,Household,Appliances,5 litres can Distilled water,100.0,Expense,INR,1.2,Best Buy
6/01/2018,Cash,Food,curd,2 cups,20.0,Expense,INR,0.24,Uber
6/01/2018,Cash,Food,Milk,1 lit ,69.0,Expense,INR,0.828,Walmart
5/01/2018,Equity Mutual Fund C,Maturity amount,,,6049.0,Income,INR,72.588,Lyft
4/01/2018,Cash,Household,Kirana,Cockroach injection,270.0,Expense,INR,3.24,Starbucks
4/01/2018,Cash,Household,Kirana,Nandadip oil bottle,130.0,Expense,INR,1.56,Shell
4/01/2018,Cash,Food,Lunch,Catering Service,70.0,Expense,INR,0.84,Lyft
4/01/2018,Saving Bank account 1,Small cap fund 1,,,5000.0,Transfer-Out,INR,60.0,Amazon
4/01/2018,Saving Bank account 1,Small Cap fund 2,,,5000.0,Transfer-Out,INR,60.0,Walmart
4/01/2018,Saving Bank account 1,Documents,Updation,Aadhar Address Change,50.0,Expense,INR,0.6,Best Buy
4/01/2018,Equity Mutual Fund A,Maturity amount,,SIP Redemption,113376.0,Income,INR,1360.512,Uber
4/01/2018,Equity Mutual Fund D,Maturity amount,,SIP Redemption,106875.0,Income,INR,1282.5,Best Buy
3/01/2018,Credit Card,Food,Dinner,Wok express + Domino's,681.0,Expense,INR,8.172,Amazon
3/01/2018,Saving Bank account 1,Transportation,Bike,Two Wheeler Bikedelux booking amount,1000.0,Expense,INR,12.0,Home Depot
3/01/2018,Saving Bank account 1,Food,Eggs,6 eggs,40.0,Expense,INR,0.48,Uber
3/01/2018,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR,0.828,Starbucks
2/01/2018,Credit Card,Household,Kirana,Supermart,1140.0,Expense,INR,13.68,Walmart
2/01/2018,Cash,Health,Medicine,Refresh Tears Drop,158.0,Expense,INR,1.896,Walmart
1/01/2018,Credit Card,subscription,Amazon Prime,Amazon pay cashback 1017 + Rs.482,482.0,Expense,INR,5.784,Amazon
1/01/2018,Cash,Food,Ice cream,Raspberry dolly,15.0,Expense,INR,0.18,Lyft
1/01/2018,Credit Card,Household,gadgets,Logitech mouse,599.0,Expense,INR,7.188,Lyft
1/01/2018,Cash,Food,Milk,1 lit ,69.0,Expense,INR,0.828,Home Depot
1/01/2018,Saving Bank account 1,Money transfer,Home,,30000.0,Expense,INR,360.0,Target
1/01/2018,Cash,maid,,,2000.0,Expense,INR,24.0,Best Buy
1/01/2018,Equity Mutual Fund B,Saving Bank account 1,,,2000.0,Transfer-Out,INR,24.0,Uber
1/01/2018,Saving Bank account 1,Public Provident Fund,,,10000.0,Transfer-Out,INR,120.0,Shell
31/12/2017 13:25,Cash,Food,Bread,Flatbread 24 pcs,30.0,Expense,INR,0.36,Amazon
31/12/2017 8:15,Saving Bank account 1,Salary,,From workplace ,64623.0,Income,INR,775.476,Best Buy
31/12/2017 7:21,Saving Bank account 1,Interest,,interest paid,594.0,Income,INR,7.128,Target
30/12/2017 10:51,Cash,Food,vegetables,Dudhi 20 + mirchi 5,25.0,Expense,INR,0.3,Walmart
29/12/2017 21:36,Saving Bank account 1,Family,misc,For utensils,450.0,Expense,INR,5.4,Interac Transfer
29/12/2017 18:22,Cash,Food,snacks,3 pavwada,30.0,Expense,INR,0.36,Starbucks
29/12/2017 18:22,Cash,Household,Kirana,,182.0,Expense,INR,2.184,Walmart
29/12/2017 18:22,Cash,Food,flour mill,,5.0,Expense,INR,0.06,Target
29/12/2017 13:00,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,181.0,Expense,INR,2.172,Walmart
28/12/2017 18:27,Cash,Food,vegetables,Ginger,10.0,Expense,INR,0.12,Amazon
27/12/2017 18:43,Cash,Food,Grocery,Tata salt 28+ 6 eggs 42,70.0,Expense,INR,0.84,Walmart
26/12/2017 21:55,Saving Bank account 1,Fixed Deposit,,,250000.0,Transfer-Out,INR,3000.0,Home Depot
26/12/2017 21:50,Fixed Deposit,Saving Bank account 1,,,150000.0,Transfer-Out,INR,1800.0,eBay
26/12/2017 19:35,Credit Card,subscription,Newspaper,"ET Prime (1+1) till 24 Dec,2024",1749.0,Expense,INR,20.988,Best Buy
25/12/2017 17:43,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,156.0,Expense,INR,1.872,Target
25/12/2017 11:53,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,181.0,Expense,INR,2.172,Best Buy
25/12/2017 5:48,Cash,Transportation,auto,Place 2 station to Permanent Residence,80.0,Expense,INR,0.96,Amazon
24/12/2017 21:24,Saving Bank account 1,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,0.36,Uber
24/12/2017 19:28,Credit Card,Gift,,Birthday gift,1364.0,Expense,INR,16.368,Best Buy
24/12/2017 19:28,Cash,Food,snacks,Gupta bhel,25.0,Expense,INR,0.3,Uber
24/12/2017 19:27,Cash,Household,Toiletries,Toothbrush (buy 2 get 1),100.0,Expense,INR,1.2,Walmart
24/12/2017 8:06,Saving Bank account 1,Food,Milk,Half lit  milk,35.0,Expense,INR,0.42,Shell
23/12/2017 11:06,Credit Card,Gift,,Birthday gift,798.0,Expense,INR,9.576,Home Depot
22/12/2017 14:42,Saving Bank account 1,Food,Lunch,Home Food Delivery,380.0,Expense,INR,4.56,Uber
22/12/2017,Saving Bank account 1,Equity Mutual Fund C,,,1000.0,Transfer-Out,INR,12.0,Walmart
21/12/2017 20:45,Saving Bank account 1,Food,snacks,Vadapav,15.0,Expense,INR,0.18,Walmart
21/12/2017 20:45,Cash,Household,Kirana,Surti kolam 2kg (54rsx2)+Monaco biscuits,118.0,Expense,INR,1.416,Shell
21/12/2017 14:34,Cash,Food,Lunch,Catering Service,65.0,Expense,INR,0.78,Best Buy
21/12/2017 14:34,Cash,Food,Milk,milk 1lit ,70.0,Expense,INR,0.84,Starbucks
20/12/2017 10:31,Cash,Food,Lunch,Catering Service,95.0,Expense,INR,1.14,Amazon
20/12/2017 10:31,Credit Card,subscription,Edtech Course,Renewal,28400.0,Expense,INR,340.8,Amazon
19/12/2017 20:59,Saving Bank account 1,Gpay Reward,,,6.0,Income,INR,0.072,Target
19/12/2017 20:25,Cash,Family,Pocket money,,500.0,Expense,INR,6.0,Interac Transfer
19/12/2017 18:57,Cash,Food,snacks,Chicken Frankie,45.0,Expense,INR,0.54,Uber
19/12/2017 17:53,Share Market Trading,Saving Bank account 1,,Fund Withdrawal,108.96,Transfer-Out,INR,1.30752,eBay
19/12/2017 17:53,Cash,Transportation,Train,Place 0 to WS return,10.0,Expense,INR,0.12,Walmart
19/12/2017 6:38,Saving Bank account 1,Food,Milk,milk 1lit ,69.0,Expense,INR,0.828,Target
18/12/2017 6:00,Credit Card,Apparel,Clothing,undergarment single,312.0,Expense,INR,3.744,Best Buy
17/12/2017 22:28,Credit Card,Food,Dinner,At restaurant,505.0,Expense,INR,6.06,Shell
17/12/2017 22:27,Cash,Transportation,auto,within city,30.0,Expense,INR,0.36,Starbucks
17/12/2017 22:26,Credit Card,Household,Kirana,Dmart,878.0,Expense,INR,10.536,Shell
17/12/2017 17:49,Cash,Food,Tea,2 cutting chai,20.0,Expense,INR,0.24,Walmart
17/12/2017 17:48,Cash,Transportation,auto,college to inorbit,25.0,Expense,INR,0.3,Target
17/12/2017 16:28,Cash,Transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR,0.24,Uber
17/12/2017 16:28,Cash,Transportation,auto,Current Residence to Place 0,15.0,Expense,INR,0.18,Walmart
16/12/2017 7:24,Saving Bank account 1,Food,Milk,milk 1lit ,69.0,Expense,INR,0.828,Uber
15/12/2017 7:24,Cash,Other,,Nosebud,10.0,Expense,INR,0.12,Walmart
15/12/2017 7:24,Cash,Food,Ice cream,chocobar,15.0,Expense,INR,0.18,Uber
14/12/2017 20:17,Saving Bank account 1,Petty cash,,From Family,3000.0,Income,INR,36.0,Starbucks
14/12/2017 20:17,Cash,Food,Grocery,Paneer + 1 kg onion,145.0,Expense,INR,1.74,Amazon
13/12/2017 22:00,Cash,Apparel,Laundry,clothes ironing,98.0,Expense,INR,1.176,Starbucks
13/12/2017 17:42,Cash,Family,Pocket money,,20.0,Expense,INR,0.24,Interac Transfer
13/12/2017 7:31,Saving Bank account 1,Food,Milk,milk 1lit ,69.0,Expense,INR,0.828,Uber
12/12/2017,Cash,Food,Eggs,6 eggs,40.0,Expense,INR,0.48,Home Depot
12/12/2017,Credit Card,Food,snacks,Double chicken shwarma,100.0,Expense,INR,1.2,Amazon
12/12/2017,Cash,Food,Lunch,Catering Service,80.0,Expense,INR,0.96,Starbucks
12/12/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000.0,Transfer-Out,INR,12.0,Starbucks
10/12/2017,Cash,Food,vegetables,,90.0,Expense,INR,1.08,Best Buy
10/12/2017,Cash,Food,fruits,,310.0,Expense,INR,3.72,Home Depot
10/12/2017,Cash,Food,snacks,Gupta bhel,25.0,Expense,INR,0.3,eBay
10/12/2017,Saving Bank account 1,Food,Lunch,Catering Service,65.0,Expense,INR,0.78,Starbucks
9/12/2017,Cash,Food,Lunch,Catering Service,85.0,Expense,INR,1.02,Best Buy
8/12/2017,Saving Bank account 1,Food,Dinner,Home Food Delivery - roti 17*4+ paneer chatpata 190+ veg crispy 150,408.0,Expense,INR,4.896,Target
7/12/2017,Saving Bank account 1,Food,Milk,milk 1lit ,69.0,Expense,INR,0.828,Starbucks
7/12/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR,12.0,Home Depot
6/12/2017,Saving Bank account 1,Food,Lunch,Catering Service,125.0,Expense,INR,1.5,Amazon
5/12/2017,Saving Bank account 1,subscription,Tata Sky,Current Residence - Tata Play recharge,100.0,Expense,INR,1.2,Starbucks
5/12/2017,Saving Bank account 1,subscription,Edtech Course,,2700.0,Expense,INR,32.4,Walmart
5/12/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000.0,Transfer-Out,INR,12.0,Walmart
4/12/2017,Credit Card,Household,Kirana,Smart point,937.0,Expense,INR,11.244,Uber
4/12/2017,Credit Card,Household,Kirana,Supermart,990.0,Expense,INR,11.88,Target
4/12/2017,Saving Bank account 1,Food,fruits,,120.0,Expense,INR,1.44,eBay
4/12/2017,Recurring Deposit,Maturity amount,,Premature closure of RD3 & RD4,14086.0,Income,INR,169.032,Best Buy
4/12/2017,Saving Bank account 1,Gpay Reward,,,6.0,Income,INR,0.072,Walmart
4/12/2017,Saving Bank account 1,Food,Bread,,35.0,Expense,INR,0.42,Shell
4/12/2017,Cash,Food,snacks,Amul butter,50.0,Expense,INR,0.6,Target
4/12/2017,Saving Bank account 1,Food,Milk,milk 1lit ,69.0,Expense,INR,0.828,Home Depot
4/12/2017,Saving Bank account 1,subscription,Newspaper,,110.0,Expense,INR,1.32,Starbucks
3/12/2017,Cash,Food,snacks,Shev Puri,30.0,Expense,INR,0.36,Target
3/12/2017,Saving Bank account 1,Food,Lunch,Home Food Delivery - Chicken lollypop 8 pcs 190 + chicken manchow soup 100,290.0,Expense,INR,3.48,Best Buy
3/12/2017,Cash,Other,,2 kg soil,20.0,Expense,INR,0.24,Best Buy
3/12/2017,Cash,Beauty,grooming,hair cut+shaving,160.0,Expense,INR,1.92,Starbucks
2/12/2017,Saving Bank account 1,Food,Ice cream,chocobar,35.0,Expense,INR,0.42,Best Buy
2/12/2017,Saving Bank account 1,Food,Milk,milk 1lit ,69.0,Expense,INR,0.828,Walmart
1/12/2017,Saving Bank account 1,Food,Lunch,Catering Service ( 5 methi paranthe),125.0,Expense,INR,1.5,Shell
1/12/2017,Saving Bank account 1,Gpay Reward,,,6.0,Income,INR,0.072,Home Depot
1/12/2017,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR,0.828,Uber
1/12/2017,Cash,maid,,,2000.0,Expense,INR,24.0,eBay
1/12/2017,Equity Mutual Fund B,Saving Bank account 1,,,2000.0,Transfer-Out,INR,24.0,Target
1/12/2017,Share Market Trading,Saving Bank account 1,,Fund Withdrawal,100000.0,Transfer-Out,INR,1200.0,Amazon
1/12/2017,Saving Bank account 1,Public Provident Fund,,,40000.0,Transfer-Out,INR,480.0,Shell
1/12/2017,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR,12.0,Best Buy
1/12/2017,Saving Bank account 1,Recurring Deposit,,,1000.0,Transfer-Out,INR,12.0,Shell
30/11/2017 20:20,Saving Bank account 1,Health,Medicine,5 Meftal spas,22.0,Expense,INR,0.264,Walmart
30/11/2017 20:20,Saving Bank account 1,Health,Health,Glasses remaining,800.0,Expense,INR,9.6,Target
30/11/2017 20:20,Credit Card,Health,Health,Family's Glasses,22700.0,Expense,INR,272.4,Shell
30/11/2017 16:56,Saving Bank account 1,Money transfer,Home,,10000.0,Expense,INR,120.0,Uber
30/11/2017 16:17,Saving Bank account 1,Saving Bank account 2,,,77.33,Transfer-Out,INR,0.92796,Walmart
30/11/2017 8:55,Cash,Family,Pocket money,Change,50.0,Expense,INR,0.6,Interac Transfer
30/11/2017 8:15,Saving Bank account 1,Salary,,From workplace ,64636.0,Income,INR,775.632,Home Depot
